productID,category ,general,bath,glass,carpet,vacuum,manufacturer,product,website,fragrance,dilution,information,GsCertified,EcCertified,CarpetStyle
2103,Cleaning,General,,,,,"Midlab, Inc.",Nattura Super Mega Mop G,www.midlab.com/midlab/,Yes,1/2oz per gal,,,ECOLOGO®,
2104,Cleaning,,,,,,Prism Care Corporation,Natural Bowl Cleaner 946 mL,www.prismcare.ca/,No,RTU ,Toilet Bowl Cleaner,,ECOLOGO®,
2105,Cleaning,General,,,,,Jon-Don,Natural Green Degreaser Cleaner,www.jondon.com/,Yes,,,,ECOLOGO®,
2106,Cleaning,,,,,,Wood Wyant,Nature Pure Filter 1 L,www.woodwyant.com/,No,250mL for 5L water,,,ECOLOGO®,
2107,Cleaning,General,,,,,MSC Industrial Supply Company,Natures Solution All Purpose Cleaner,www.mscdirect.com,Yes,"1:32,",,Green Seal®,,
2108,Cleaning,General,,,,,MSC Industrial Supply Company,Natures Solution Cleaner/Degreaser,www.mscdirect.com,Yes,"1:32,",,Green Seal®,,
2109,Cleaning,,,Glass,,,MSC Industrial Supply Company,Natures Solution Glass Cleaner,www.mscdirect.com,Yes,"1:96,",,Green Seal®,,
2110,Cleaning,General,,,,,MSC Industrial Supply Company,Natures Solution Hard Surface Concrete Cleaner,www.mscdirect.com,Yes,"1:32,",,Green Seal®,,
2111,Cleaning,General,,,,,Chemical Universe Inc.,Naturesol,www.chemicaluniverse.com/wp-content/uploads/2011/Data-Sheets/Naturesol/Naturesol.pdf,No,"1:32,",,Green Seal®,,
2112,Cleaning,General,,,,,Oxymagic,NaturesWay Carpet Cleaner,www.oxymagiconline.com/,No,,Carpet Spot Remover,Green Seal®,,
2113,Cleaning,General,,Glass,,,M-chem,Natureworks Clear Glass Concentrate 946ml,www.mchem.com/,Yes, 1:64 / 1:32 for heavily soiled surface cleaning,,,ECOLOGO®,
2114,Cleaning,General,,,,,Remove-It Products,NCC (Neutral Clear Clean),www.removeitproducts.com/NCC.htm,No,Regular 1:21; Heavy duty 1:10,Cold Water ,Green Seal®,,
2115,Cleaning,General,,,,,Synthetic Labs,Neutral,www.syntecpro.com,Yes,"1:64,",,Green Seal®,,
2116,Cleaning,General,,,,,Con-O-Lab,Neutral Cleaner,,Yes,,,,ECOLOGO®,
2117,Cleaning,General,,,,,Bebbington Industries Incorporated,Neutral Cleaner BG100-XX,www.bebbingtonindustries.com/,No,"1:80,",,,ECOLOGO®,Bronze Level
2118,Cleaning,General,,,,,Bebbington Industries Incorporated,Neutral Cleaner GK100-XX,www.bebbingtonindustries.com/,No,"1:40,",,,ECOLOGO®,Bronze Level
2119,Cleaning,General,,,,,Essential Industries,Neutral Cleaner Plus,www.essind.com/,Yes,,,Green Seal®,,
2120,Cleaning,General,,,,,"Medline Industries, Inc.",Neutral Floor Cleaner,www.medline.com,Yes,,,Green Seal®,,
2121,Cleaning,General,,,,,Tennant Company,Neutral pH Daily Cleaner,www.tennantco.com/en_us/localeselector.html?nolocale=true,No,"1:512,",,Green Seal®,,
2122,Vacuum Cleaners,,,,,Commercial Backpack,Nilfisk - CFM,Nilfisk GD10,www.nilfiskcfm.com,No,,,,,Bronze Level
2123,Hand Soaps,,,,,,Armchem International ,No Touch Luxury Foam Up Hand Soap,www.armchem.com,Yes,,,Green Seal®,,Bronze Level
2124,Cleaning,,Bath,,,,Enviro-Solutions,No.  53 CREAM CLEANSER with Envirocide Odor Eliminator,www.enviro-solution.com/,No,RTU,,,ECOLOGO®,
2125,Cleaning,,Bath,,,,Enviro-Solutions,No.  56 MILD ACID WASHROOM CLEANER with Envirocide Odor Eliminator,www.enviro-solution.com/,No,RTU,,,ECOLOGO®,
2126,Cleaning,,Bath,,,,Enviro-Solutions,No.  57 LIME REMOVER & DESCALER,www.enviro-solution.com/,No,RTU,,,ECOLOGO®,
2127,Cleaning,General,,Glass,,,Ridley's Vacuum and Janitorial Supply,No. 1 Champion Glass Cleaner,www.Ridleysonline.com,No,"1:32,",,Green Seal®,,
2128,Cleaning,General,,,,,Stratus Building Solutions,No. 1 Green Clean All Purpose Cleaner ,www.stratusclean.com/,No,"1:64,",,Green Seal®,,
2129,Cleaning,General,,,,,Stratus Building Solutions,No. 10 Green Clean Cleaner Degreaser,www.stratusclean.com/,No,"1:64,",,Green Seal®,,
2130,Cleaning,General,,,,,Hillyard Industries,No. 140 Super Shine-All,www.hillyard.com/,Yes,"1:128,",,Green Seal®,,
2131,Cleaning,General,,,,,Multi-Clean,No. 16 Neutra-Zyme,multi-clean.com/,Yes,,,Green Seal®,,
2132,Cleaning,,Bath,,,,Multi-Clean,No. 18 Tri-Fecta,www.multi-clean.com/,Yes,"1:64,",,Green Seal®,,
2133,Cleaning,General,,,,,Ridley's Vacuum and Janitorial Supply,No. 2 Champion Spray Cleaner,www.Ridleysonline.com,Yes,"1:32,",,Green Seal®,,
2134,Cleaning,,,Glass,,,Multi-Clean,No. 2 Multi-Shine Glass & Surface Cleaner,www.multi-clean.com/,No,"1:40,",,Green Seal®,,
2135,Cleaning,General,Bath,,,,Ridley's Vacuum and Janitorial Supply,No. 3 Champion Daily Restroom Cleaner,www.Ridleysonline.com,Yes,"1:32,",,Green Seal®,,
2136,Cleaning,General,Bath,Glass,,,Hillyard Industries,No. 33 Arsenal Suprox Concentrate,www.hillyard.com/,Yes,1:26; 1:128,Toilet Bowl Cleaner,Green Seal®,,
2137,Hand Soaps,,,,,,Hillyard Industries,No. 390 Green Select Foaming Hand Soap,www.hillyard.com,No,,,Green Seal®,,Bronze Level
2138,Cleaning,General,,,,,Ridley's Vacuum and Janitorial Supply,No. 4 Champion Neutral Cleaner,www.Ridleysonline.com,Yes,"1:256,",,Green Seal®,,
2139,Cleaning,,Bath,,,,Multi-Clean,No. 4 Foamy Mac Restroom Cleaner,multi-clean.com/,No,"1:16,",,Green Seal®,,
2140,Hand Soaps,,,,,,Woodbine Products Company,No. 4500 FoamFresh Luxury Hand Wash,www.woodbineproducts.com,Yes,,,Green Seal®,,Gold Level
2141,Cleaning,General,,,,,Multi-Clean,No. 5 Century Maintenance Neutral Cleaner,www.multi-clean.com/,Yes,"1:256,",,Green Seal®,,
2142,Cleaning,General,,,Carpet,,Stratus Building Solutions,No. 5 Green Clean Oxy-5 Cleaner ,www.stratusclean.com/,No, ,Carpet Spot Remover.  Cold Water,Green Seal®,,
2143,Cleaning,,,Glass,,,"Pro-Link, Inc.",No. 50 V.O.C. Free Glass Cleaner,www.prolinkhq.com/,No,"1:32,",,Green Seal®,,Bronze Level
2144,Cleaning,,,Glass,,,"Pro-Link, Inc.",No. 51 Bathroom and Bowl Cleaner,www.prolinkhq.com/,No,"1:32, 1:16",Toilet Bowl Cleaner,Green Seal®,,Silver Level
2145,Cleaning,,Bath,,,,Enviro-Solutions,No. 51C Washroom Cleaner,www.enviro-solution.com/,Yes,"1:16,", ,Green Seal®,ECOLOGO®,Gold Level
2146,Cleaning,General,,,,,"Pro-Link, Inc.",No. 52 Neutral All Purpose Cleaner,www.prolinkhq.com/,No,"1:128, 1:16, 1:32, 1:43, 1:64, 1:128",,Green Seal®,,Silver Level
2147,Cleaning,General,,,,,"Pro-Link, Inc.",No. 53 Non-Solvent Cleaner and Degreaser,www.prolinkhq.com/,No,"1:32, 1:64",,Green Seal®,,Silver Level
2148,Cleaning,,Bath,,,,Enviro-Solutions,No. 56C MILD ACID WASHROOM CLEANER with Envirocide Odor Eliminator,www.enviro-solution.com/,Yes,"1:08,",,,ECOLOGO®,Gold Level
2149,Cleaning,General,,,,,Ridley's Vacuum and Janitorial Supply,No. 6 Champion Peroxide Concentrate,www.Ridleysonline.com,Yes,"1:25,",Carpet Spot Remover ,Green Seal®,,
2150,Floor Finish,,,,,,Betco Corporation,No. 660 Hybrid Floor Finish,www.betco.com,No,,,,,
2151,Cleaning,,,Glass,,,Stratus Building Solutions,No. 7 Green Clean Glass Cleaner ,www.stratusclean.com/,No,"1:32,",,Green Seal®,,
2152,Cleaning,General,,,,,Enviro-Solutions,No. 70 GENERAL PURPOSE CLEANER,www.enviro-solution.com/,No,"1:40,",,,ECOLOGO®,Silver Level
2153,Cleaning,General,,Glass,,,Hillyard Industries,No. 706 C2 Top Clean,www.hillyard.com/,Yes,"1:64,",,Green Seal®,,
2154,Cleaning,General,,,,,Enviro-Solutions,No. 74 SPRAY & WIPE CLEANER,www.enviro-solution.com/,No,"1:08,",,,ECOLOGO®,
2155,Cleaning,General,,,,,Enviro-Solutions,No. 74C SPRAY & WIPE CLEANER,www.enviro-solution.com/,No,"1:32,",,,ECOLOGO®,
2156,Cleaning,,,Glass,,,Enviro-Solutions,No. 77C NFP GLASS CLEANER,www.enviro-solution.com/,No,,,,ECOLOGO®,
2157,Cleaning,,Bath,,,,Stratus Building Solutions,No. 8 Green Clean Bath & Bowl Cleaner ,www.stratusclean.com/,No,"1:16,",Toilet Bowl Cleaner,Green Seal®,,
2158,Cleaning,General,,,,,Hillyard Industries,No. 808 Arsenal Super Shine-All,www.hillyard.com/,Yes,"1:128,",,Green Seal®,,
2159,Cleaning,,,,Carpet,,Hillyard Industries,No. 814 Arsenal Carpet Pre-Spray & Extraction,www.hillyard.com/,No,"1:21,",Warm Water,Green Seal®,,
2160,Cleaning,,,Glass,,,Hillyard Industries,No. 827 Arsenal Green Select Glass Cleaner,www.hillyard.com/,No,"1:20,",,Green Seal®,,
2161,Cleaning,,Bath,,,,Hillyard Industries,No. 829 Arsenal Green Select Bathroom Cleaner,www.hillyard.com/,Yes,0.169444444,,Green Seal®,,
2162,Cleaning,General,,,,,Enviro-Solutions,No. 83 HAZE AWAY NEUTRAL FLOOR CLEANER,www.enviro-solution.com/,No,unclear,,,ECOLOGO®,
2163,Cleaning,General,,,,,Enviro-Solutions,No. 83C HAZE AWAY NEUTRAL FLOOR CLEANER,www.enviro-solution.com/,No,"1:80,",,,ECOLOGO®,
2164,Cleaning,,Bath,Glass,,,Hillyard Industries,No. 960 Green Select Glass Cleaner,www.hillyard.com/,No,"1:20,",,Green Seal®,,
2165,Cleaning,,,Glass,,,Hillyard Industries,No. 962 Green Select Bathroom Cleaner,www.hillyard.com/,Yes,"1:20,",Toilet Bowl Cleaner,Green Seal®,,
2166,Cleaning,,,,Carpet,,Hillyard Industries,No. 965 Carpet Pre-Spray & Extraction,www.hillyard.com/,No,"1:21,",Warm Water,Green Seal®,,
2168,Cleaning,General,,,,,Tennant Company,Nobles FaST MP Neutral pH Daily Cleaner,www.tennantco.com/na%2Den/,No,,,Green Seal®,,Bronze Level
2169,Vacuum Cleaners,,,,,Commercial Canister,Nobles Industries (Tennant Co.),Nobles TidyVac3 RAL5021 wCT 194 tool,,No,,With type Micro-lined paper inner bag HEPA Inner F,,,
2170,Vacuum Cleaners,,,,,Commercial Canister,Nobles Industries (Tennant Co.),Nobles TidyVac6 RAL5021 wCT 194 tool,,No,,With type Micro-lined paper inner bag HEPA Inner F,,,
2171,Hand Soaps,,,,,,Superior Chemical Corporation,North Woods Ever Green Foam Soap,www.northwoodstm.com/,Yes,,,Green Seal®,,
2172,Cleaning,,,Glass,,,Superior Chemical Corporation,North Woods? Ever Green Glass Cleaner,www.northwoodstm.com/,No,"1:64,",,Green Seal®,,
2173,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NSP200 w/Power Head (SEBO ET-1),,No,,NVM ? 2BH Micro-fiber Inner Bag,,,
2174,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NSR380 w/Power Head (SEBO ET-1),,No,,NVM ? 2BH Micro-fiber Inner Bag,,,
2175,Vacuum Cleaners,,,,,Commercial Upright,NSS Enterprises Inc.,NSS Pacer 12UE,,No,,Micro-lined Paper Inner Bag No. 9691911 HEPA Exhaust,,,
2176,Vacuum Cleaners,,,,,Commercial Upright,NSS Enterprises Inc.,NSS Pacer 15UE,,No,,Micro-lined Paper Inner Bag No. 9691911 HEPA Exhaust,,,
2177,Vacuum Cleaners,,,,,Commercial Upright,NSS Enterprises Inc.,NSS Pacer 214 UE,www.nss.com,No,,"Fleece Filter Bag, HEPA Outlet Filter",,,Bronze Level
2178,Vacuum Cleaners,,,,,Commercial Upright,NSS Enterprises Inc.,NSS Pacer 218 UE,www.nss.com,No,,"Fleece Filter Bag, HEPA Outlet Filter",,,Bronze Level
2179,Vacuum Cleaners,,,,,Commercial Wide Area,Karcher,NuWave Model CV 66/2 Type 140949,www.windsorind.com,No,,Micro-lined paper inner bag/Standard filter,,,
2180,Vacuum Cleaners,,,,,Commercial Wide Area,Windsor Industries,NuWave Model CV 66/2 Type 140949  ,www.windsorind.com,No,,w/Micro-lined paper inner bag; Standard filter,,,Silver Level
2181,Vacuum Cleaners,,,,,Commercial Wide Area,Windsor Industries,NuWave Model NW Type 140949 ,www.windsorind.com,No,,Micro-lined paper inner bag/standard filter,,,Gold Level
2182,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVH380 w/A380XR Kit (Air Turbo & A300T),,No,,NVM ? 2BN Micro-fiber Inner Bag Standard Exhaust,,,
2183,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVH380 w/Power Head (SEBO ET-1),,No,,NVM ? 2BH Micro-fiber Inner Bag Standard Exhaust,,,
2184,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVH380 w/Straight Suction tool (AO Kit,,No,,NVM ? 2BH Micro-fiber Inner Bag Standard Exhaust,,,
2185,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVQ370 w/AO Kit,,No,,NVM ? 2BN Micro-fiber Inner Bag Standard Exhaust,,,
2186,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVQ370H w/Power Head (SEBO ET-1),,No,,NVM ? 2BH Micro-fiber Inner Bag Standard Exhaust,,,
2187,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVQ370H w/Straight Suction tool (AO Kit),,No,,NVM ? 2BH Micro-fiber Inner Bag Standard Exhaust,,,
2188,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVQ900 w/AO Kit,,No,,NVM ? 2BN Micro-fiber Inner Bag Standard Exhaust,,,
2189,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVQ900H w/Power Head (SEBO ET-1),,No,,NVM ? 2BH Micro-fiber Inner Bag Standard Exhaust,,,
2190,Vacuum Cleaners,,,,,Commercial Canister,NaceCare Solutions,NVQ900H w/Straight Suction tool (AO Kit),,No,,NVM ? 2BH Micro-fiber Inner Bag Standard Exhaust,,,
2191,Cleaning,General,,,,,Ecolab,Oasis 110G Neutral Floor Cleaner,www.ecolab.com/,Yes,"1:128,",,Green Seal®,,
2192,Cleaning,General,,,,,Ecolab,Oasis 139G All Purpose Cleaner,www.ecolab.com/,Yes,"1:64,",,Green Seal®,,
2193,Cleaning,,,Glass,,,Ecolab,Oasis 258 G Glass Cleaner,www.ecolab.com/,Yes,"1:32,",,Green Seal®,,
2194,Cleaning,General,,,,,Ecolab,Oasis Pro 18G All Purpose Cleaner,www.ecolab.com/,Yes,"1:64,",,Green Seal®,,
2195,Cleaning,,Bath,,,,Ecolab,Oasis Pro 305G Bathroom Cleaner,www.ecolab.com/,Yes,"1:32,",Toilet Bowl Cleaner,Green Seal®,,
2196,Cleaning,General,,,,,Ecolab,Oasis Pro 34G Neutral Floor Cleaner,www.ecolab.com/,Yes,"1:128,",,Green Seal®,,
2197,Cleaning,,,Glass,,,Ecolab,Oasis Pro 43 G Glass Cleaner,www.ecolab.com/,Yes,"1:32,",,Green Seal®,,
2198,Cleaning,,Bath,,,,Ecolab,Oasis Pro 67G Bathroom Cleaner,www.ecolab.com/,Yes,"1:32,",Toilet Bowl Cleaner,Green Seal®,,
2199,Hand Soaps,,,,,,Office Depot,Office Depot Green Foaming Hand Soap (OD809),www.officedepot.com/,Yes,,,Green Seal®,,
2200,Floor Finish,,,,,,"National Chemical Laboratories, Inc.",One Labor Saving Sealer/Finish,www.nclonline.com/productdetail.asp?currcode=590,No,,,,,
2201,Floor Finish,,,,,,"Hillyard, Inc.",One Plus Zinc-free Floor Polish,www.ogs.state.ny.us/purchase/spg/pdfdocs/3900020304ra.pdf,No,,,Green Seal®,,
2202,Hand Soaps,,,,,,Technical Concepts,OneShot Pure & Natural Lotion Soap,www.technicalconcepts.com/,Yes,,,Green Seal®,,
2203,Cleaning,General,,,,,CP Industries,Orange Solv EC,www.cpindustries.ca,No,"1:32,",,,ECOLOGO®,
2204,Hand Soaps,,,,,,Paradigm Marketing Consortium,Orchard Fresh Liquid Hand Soap,emeraldbrand.com/,Yes,,,Green Seal®,,
2205,Vacuum Cleaners,,,,,Household & Commercial Upright,Oreck Corporation,Oreck Pro 12,www.oreck.com,No,,,,,Bronze Level
2206,Vacuum Cleaners,,,,,Household & Commercial Upright,Oreck Corporation,Oreck Pro 14T,www.oreck.com,No,,,,,Bronze Level
2207,Vacuum Cleaners,,,,,Commercial Backpack,Oreck Corporation,"Oreck XL Pro Micro-lined Paper Inner Bag, Standard Exhaust Filter",www.oreck.com,No,,,,,Silver Level
2208,Vacuum Cleaners,,,,,Commercial Backpack,NSS Enterprises Inc.,Outlaw BV,www.nss.com,No,,"Micro-lined Paper Inner Bag, Standard Filter",,,Bronze Level
2209,Cleaning,General,,,,,Unisource,Oxy Complete Hydrogen Peroxide Cleaner,www.unisourcelink.com/index.asp,Yes,,,Green Seal®,,
2210,Cleaning,General,Bath,Glass,Carpet,,"Unisource Worldwide, Inc.",Oxy Complete Hydrogen Peroxide Cleaner,www.veritivcorp.com/sustainability,Yes,"1:64, 1:128, 1:256","Carpet Spot Remover, Cold Water  ",Green Seal®,,Gold Level
2211,Cleaning,General,,,,,American Formula,Oxy Concentrate,www.americanformula.com/,No,"1:40, 1:30, 1:20",,Green Seal®,,Gold Level
2212,Floor Finish,,,,,,Proctor & Gamble (P&G),P&G's Professional Line (PGPL) High Affinity Floor Finish,www.pgpro.com/Default.aspx?tabid=143&product=225,No,,,,,
2213,Vacuum Cleaners,,,,,Commercial Wide Area,NSS Enterprises Inc.,Pacer 30,www.nss.com,No,,,,,Bronze Level
2214,Vacuum Cleaners,,,,,Commercial Wide Area,NSS Enterprises Inc.,Pacer 30 w/HEPA Filter,www.nss.com,No,,,,,Bronze Level
2215,Hand Soaps,,,,,,Georgia-Pacific Consumer Products LLC,"Pacific Blue Select General Purpose Foam Soap, Frag. Free",catalog.gppro.com/catalog/12959?filter=FULL,No,,,Green Seal®,,
2216,Hand Soaps,,,,,,Georgia-Pacific Consumer Products LLC,"Pacific Blue Ultra Gentle Foam Soap, Fragrance Free",catalog.gppro.com/catalog/12959?filter=FULL,No,,,Green Seal®,,
2217,Hand Soaps,,,,,,Georgia-Pacific Consumer Products LLC,"Pacific Blue Ultra Gentle Foam Soap, Pacific Citrus ",catalog.gppro.com/catalog/12959?filter=FULL,Yes,,,Green Seal®,,Silver Level
2218,Vacuum Cleaners,,,,,Commercial Wide Area,Pacific Floor Care,Pacific Floorcare? WAV-26,,No,,26? Upright,,,
2219,Vacuum Cleaners,,,,,Commercial Wide Area,Pacific Floor Care,Pacific Floorcare? WAV-30,,No,,30?,,,
2220,Hand Soaps,,,,,,Georgia-Pacific Consumer Products LLC,Pacific Garden Gentle Foam Soap,,Yes,,,Green Seal®,,Bronze Level
2221,Hand Soaps,,,,,,Georgia-Pacific Consumer Products LLC,"Pacific Garden Gentle Foam Soap, Fragrance Free, Dye Free",,No,,,Green Seal®,,Bronze Level
2222,Vacuum Cleaners,,,,,Commercial Upright,Panasonic Commercial Vacuum Cleaners,Panasonic MC-GG213 Vacuum Cleaner,,No,,,,,
2223,Vacuum Cleaners,,,,,Commercial Wide Area,Panasonic Commercial Vacuum Cleaners,Panasonic MC-GG523 Vacuum Cleaner,,No,,,,,
2224,Vacuum Cleaners,,,,,Commercial Upright,Panasonic Commercial Vacuum Cleaners,Panasonic MC-GG525 Vacuum Cleaner,,No,,,,,
2225,Vacuum Cleaners,,,,,Commercial Upright,Panasonic Commercial Vacuum Cleaners,Panasonic MC-GG529 Vacuum Cleaner,,No,,,,,
2226,Vacuum Cleaners,,,,,Household Upright,Panasonic Commercial Vacuum Cleaners,Panasonic MC-UG725 Vacuum Cleaner,,No,,,,,
2227,Vacuum Cleaners,,,,,Household Upright,Panasonic Commercial Vacuum Cleaners,Panasonic MC-UG728 Vacuum Cleaner,,No,,,,,
2228,Vacuum Cleaners,,,,,Commercial Upright,Panasonic Commercial Vacuum Cleaners,Panasonic MC-V5210 Vacuum Cleaner,,No,,,,,
2229,Cleaning,,,,,,Parete Cleaners,Parete Cleaners,,No,,,Green Seal®,,
2230,Hand Soaps,,,,,,Parkside Professional Products,Parkside Pure Lusture Gentle Lotion Soap 4L & 210L,,No,,,,ECOLOGO®,Gold Level
2231,Cleaning,General,,Glass,Carpet,,Pathosans,PathoClean,,No,,,,,
2232,Cleaning,,Bath,,,,Flexo Products Limited,Patriot Bathroom Foam Cleaner Concentrate No. 4,www.flexoproducts.com/,No,"1:128,",,,ECOLOGO®,
2233,Cleaning,General,,,,,Flexo Products Limited,Patriot Glass All Purpose Cleaner Concentrate No. 2,www.flexoproducts.com/,No,"1:128,",,,ECOLOGO®,
2234,Cleaning,,,Glass,,,Flexo Products Limited,Patriot Glass Cleaner Concentrate No. 1,www.flexoproducts.com/,No,"1:36,",,,ECOLOGO®,
2235,Cleaning,General,,,,,Parkside Professional Products,"Patriot Heavy Duty Degreaser Concentrate 1 L, 4 L, 20 L, 210 L, 1000 L",www.flexoproducts.com/,No,,,,,
2236,Cleaning,General,,,,,Flexo Products Limited,Patriot Neutral Cleaner Concentrate No. 3,www.flexoproducts.com/,No,unclear,,,ECOLOGO®,
2237,Cleaning,General,,,,,Flexo Products Limited,Patriot Spray & Wipe Cleaner Concentrate No. 10,www.flexoproducts.com/,No,"1:12,",,,ECOLOGO®,
2238,Cleaning,,Bath,,,,Flexo Products Limited,Patriot Tile & Grout Cleaner Concentrate No. 5,www.flexoproducts.com/,No,"1:20,",,,ECOLOGO®,
2239,Cleaning,,,Glass,,,M.D. Stetson Company,PC 102 Glass & Multi-Surface Cleaner,www.mdstetson.com/,Yes,,,Green Seal®,,
2240,Cleaning,General,,Glass,,,M.D. Stetson Company,PC1 123 Netura-Scrub and Glass Cleaner,www.mdstetson.com/,Yes,"1:200,",,Green Seal®,,
2241,Cleaning,General,,Glass,,,M.D. Stetson Company,PC102 Glass Cleaner,www.mdstetson.com/,Yes,"1:64,",,Green Seal®,,
2242,Cleaning,General,Bath,Glass,Carpet,,M.D. Stetson Company,PC220 Peroxide MultiSurface Cleaner,www.mdstetson.com/,No,"1:128, 1:64, 1:25","Carpet Spot Remover, Cold Water  ",Green Seal®,,
2243,Cleaning,General,,,,,Process Cleaning Solutions,"PCS Process MicroClean, 946 mL, 2L, 3.78 L",www.processcleaningsolutions.com/,No,15mL:4L ,,,ECOLOGO®,
2244,Hand Soaps,,,,,,Dalco Enterprises,Peach Tree Foaming Hand Soap,www.dalcoonline.com,Yes,,,Green Seal®,,Silver Level
2245,Floor Finish,,,,,,Ultra Chem Labs,Pearl Floor Finish,www.ultrachemlabs.com,No,,GS-40,Green Seal®,,
2246,Floor Finish Stripper,,,,,,"Buckeye International, Inc.",Penetrate Environmental Floor Stripper,www.buckeyeinternational.com/products/finishstrippers/penetrate/index.html,No,,GS - 40,Green Seal®,,
2247,Vacuum Cleaners,,,,,Commercial Canister,"IMIG, Inc",Perfect Model C,,No,,w/Type PC-1 Microfiber inner bag w/standard filter,,,Bronze Level
2248,Vacuum Cleaners,,,,,Commercial Upright,"IMIG, Inc",Perfect Model C103,,No,,w/Type PC-1 Microfiber inner bag w/standard filter,,,Bronze Level
2249,Vacuum Cleaners,,,,,Commercial Upright,"IMIG, Inc",Perfect Model DM101,,No,,Type ?U? Micro-lined Paper Inner Bag HEPA Exhaust,,,
2250,Vacuum Cleaners,,,,,Commercial Upright,"IMIG, Inc",Perfect Model P103,,No,,"With Micro-lined Inner Bag, Cloth Outer Bag",,,
2251,Vacuum Cleaners,,,,,Commerical Backpack,"IMIG, Inc",Perfect Model PB 1001,,No,,,,,Bronze Level
2252,Vacuum Cleaners,,,,,Commercial Backpack,"IMIG, Inc",Perfect Model PB 1006,,No,,"w/Micro-lined Inner Bag, Standard Exhaust Filter",,,Bronze Level
2253,Floor Finish,,,,,,Grand Technology,Perfection,grand-technology.com,No,,,,,
2254,Cleaning,General,,,,,New Dawn Manufacturing Company,Perfecto Cucumber Melon,www.daycon.com,Yes,,,Green Seal®,,
2255,Cleaning,General,,,,,Daycon Products Company,Perfecto Cucumber Melon,www.daycon.com/,Yes,,,Green Seal®,,
2256,Cleaning,General,,,,,Daycon Products Company,Perfecto Lavender Breeze,www.daycon.com/,Yes,,,Green Seal®,,
2257,Cleaning,General,,,,,Daycon Products Company,Perfecto Orange Blossom,www.daycon.com/,Yes,,,Green Seal®,,
2258,Cleaning,General,,,,,New Dawn Manufacturing Company,Perfecto Orange Blossom,www.daycon.com/,Yes,,,Green Seal®,,
2259,Hand Soaps,,,,,,"RJ Schinner Company, Inc.",Performance Plus Foaming Luxury Hand Soap,www.performanceplus-products.com,Yes,,,Green Seal®,,
2260,Cleaning,General,,,Carpet,,Dura Wax,PEROX-C,www.duarwax.com/,No,"1:64,","Carpet Spot Remover, Cold Water  ",Green Seal®,,
2261,Cleaning,General,,Glass,,,Synthetic Labs,Peroxi-Clean,www.syntecpro.com,Yes,,,Green Seal®,,
2262,Cleaning,General,Bath,Glass,Carpet,,Green Bucket,Peroxide Cleaner,www.greenbucket.biz/,Yes,"1:16,",Carpet Spot Remover ,Green Seal®,,
2263,Cleaning,General,Bath,Glass,Carpet,,optionsforlife,Peroxide Cleaner Concentrate,,Yes,"1:128, 1:16",Carpet Spot Remover & Toilet Bowl Cleaner  ,Green Seal®,,
2264,Cleaning,General,Bath,Glass,,,Essential Industries,Peroxide Concentrate 519GC,www.essind.com/,Yes,,,Green Seal®,,
2265,Cleaning,General,Bath,Glass,,,Essential Industries,Peroxide Concentrate 52,www.essind.com/,Yes,,,Green Seal®,,
2266,Cleaning,General,,Glass,,,Ecolab,Peroxide Glass & Surface Cleaner ,www.ecolab.com,Yes,"1:32,",,Green Seal®,,
2267,Cleaning,General,,,,,"Greenmaker Industries, LLC",Peroxide Multi-Purpose Concentrate Concentrate,www.greendepot.com/,No,,,Green Seal®,,
2268,Vacuum Cleaners,,,,,Commercial Wide Area,PowrFlite,PF 2030,www.powr-flite.com,No,,,,,
2269,Vacuum Cleaners,,,,,Commercial Upright,"Minuteman International, Inc.","Phenom 15? Dual Motor Micro-lined Paper Inner Bag, Micro-Fiber Outer Filter",,No,,,,,
2270,Vacuum Cleaners,,,,,Commercial Upright,"Minuteman International, Inc.","Phenom 18? Dual Motor Micro-lined Paper Inner Bag, Micro-Fiber Outer Filter",,No,,,,,
2271,Floor Finish,,,,,,Pioneer Eclipse Corp.,Pioneer Eclipse Day-Star Floor Finish,www.pioneer-eclipse.com/products/chemical/pdf/Coatings/109%20Day-Star.pdf,No,,,,,
2272,Floor Finish,,,,,,Pioneer Eclipse Corp.,Pioneer Eclipse Envirostar 2000 Floor Sealer,www.pioneer-eclipse.com/products/chemical/pdf/Sealers/406%20E2000%20Sealer.pdf,No,,,,,
2273,Floor Finish Stripper,,,,,,Pioneer Eclipse Corp.,Pioneer Eclipse Formula X Floor Stripper,www.pioneer-eclipse.com/products/chemical/pdf/Strippers/503FormulaXStripper.pdf,No,,,,,
2274,Vacuum Cleaners,,,,,Commercial Upright,Tornado Industries,Piranha 67218 Liteweight by Tornado,www.tacony.com/,No,,,,,Silver Level
